edad,nombre,nacionalidad
59,   lucas martínez    , Brasil
44, SANTIAGO FABRICCI     , Brasil
62,doctor juan sánchez ,  argentino   
57,julio    gonzález    , argentina
35,   Juan Rodríguez    ,brasil
48,"contreras, renato    ",ch
57,"gonzález,   joaquin  ",  Otros 
27,andrés   londoño      ,  br   
45,Damian Martínez , uruguay
33,"Dr. sánchez, jorge    ", otros
41,"sánchez,  esteban    ",  brasilero
65,"alzate,  vicente ",  arg
21,"NICASTRO, NÉSTOR     ",ar
50,"  gonzález,   matias ",Chileno
25,   EMILIO   NICASTRO ,  br   
36,fernando centenera   ,  Otros 
37," Rodríguez,    Francisco    ", chilena
45,SR. JUAN  CARDONA ,  uy   
22,"Nicastro,   Lucas  ",  Otros 
29,"  gutierrez, sebastian    ",uy
28,lic. juan lópez  ,uy
52,"Dr. Flores, Amaro ",  uruguayo
43,"   gonzalez, alexander ",  br   
40,  doctor bruno    pérez  ,uy
42,bruno    orondo  ,  uruguayo
29,"MARTÍNEZ, JUAN ", Uruguayo
46," Muñoz, Sebastian    ",argentino
56,  franco  martín   ,brazil
51,   Javier   Hernández ,argentino
65,alexander  sánchez , argentno
61,"pérez,    sebastian ",  uy   
28,jorge   garcía     ,argentino
51, licenciado andrés  castro ,brasil
60,"  fabricci,  javier    ", Uruguayo
31,"GONZÁLEZ,   FIDEL ",  uruguayo
33,"ingeniero gómez,   abel    ",  br   
19,"  SEÑOR GONZÁLEZ, CRISTIAN  ",  chileno
30,Luciano  Mactas    , argentina
65,Franco Marchet , Uruguayo
41,"Rodríguez,    Bastian      ", argentno
45,"Viey, Carlos    ",otros
48,Ingeniero Daniel   Ramirez ,  Otros 
23,thomas martínez    , Brasil
21,  Doctor Jonás Amenabar   ,argentino
22,"  Martínez, Emilio  ", otros
52,"viey, amaro  ",Chileno
37," fernández, cristian ",  uy   
35,"   prof.  aguirre, lucas   ", argentno
42,  Cristobal  Nicastro  , otros
55,"gonzález, santiago ",  chi   
25,fernando muñoz    ,ch
43,Luciano Rivadavia ,brazil
60,jorge castro   ,  argentino   
54,Javier Fernández  ,uy
49,renato    viey ,  uy   
63,"  Riglos, Luciano   ", chileno
31,luis aristizabal , otros
61,bastian   mendoza    ,otros
47," INGENIERO MANGO, VICENTE    ",argentino
19,"Aguirre, Jose   ",  chi   
59,Ernesto Ramirez ,--
63,"sacado, jorge ",brazil
62,Carlos    Orondo , Uruguayo
46,martin guevara  ,--
36,"  perez, damian   ", argentno
57,"FANON, RODOLFO    ",  br   
27,Julián   González      , Uruguayo
27,bruno  pérez , chileno
51,"ramirez, juan   ", argentina
23,licenciado luis garcía    , brasileño
26,"ingeniero castro,  rodrigo ", uruguay
26,"CASULLO, LUIS   ",  uruguayo
39,"garcía,  agustin  ",ch
62,Señor Victor  González   ,  uy   
18,"Fernández, Alonso   ", chileno
21,"   Licenciado Alsina, Agustin ",uy
60,  thomas martín ,ar
61, gustavo riglos    , argentina
42,"  perez, esteban  ",brasil
47, thomas muñoz , chileno
63,Carlos García    , brasileño
19,Abel Casullo ,  arg
56,"antonello,  nicolas    ",brasil
58,"  licastro,    julian  ",  Otros 
29,nicolas orondo       ,--
53,"FERTUCHELLI, RODOLFO       ",  brasilero
55,"perez, santiago  ",otros
23,"fernández, cristian ", Brasil
59,LUCAS GARCÍA ,Uruguay
36,"   centenera,    matias     ",Uruguay
18,   Lic. cristobal martínez    ,  --
44,MAXIMO GUTIERREZ    , Uruguayo
28," pérez,  jose ", chilena
51,"RODRÍGUEZ, FEDERICO  ",brazil
57," Cardona, Joaquin ",  br   
36, JORGE ORONDO ,--
29,"Licenciado Sánchez, Felipe   ",Chileno
37,"contreras, gabriel  ", argentina
57,"   Ramirez, Fernando    ",ar
19,"martínez,  angel    ", uruguay
62,Ing.   Abel Licastro ,uy
24,"  Ing. Gómez,    Nicolas      ",  chileno
35,"  Dr.   mendoza, juan ",otros
22,"castañeda, thomas   ",brasil
18,  david martínez  ,Uruguay
58,   Jorge  Silva ,  br   
28,RODRIGO LÓPEZ ,  arg
58,"Fanon,  Lucas   ",brasil
38,"Aguirre, Renato ", otros
62,javier   gutierrez    ,  arg
40,rodolfo castro , chileno
63,"   gonzález, jorge ",  uruguayo
32, ingeniero    tomas muñoz ,  argentino   
22,   damian cardona    , uruguay
56,"mango,   gabriel   ",  uruguayo
32,  JOSE MACTAS  , uruguay
64,rodrigo    pérez ,  br   
57,"martínez, emilio   ",  chileno
54,"  sepúlveda,  alexis   ",  uy   
19,Benjamin   Díaz   ,  --
43,Alexander    Soto   ,  Otros 
19,"Licenciado Silva, Jonás    ",brasil
65," contreras, nicolas   ",  chileno
35,"Rivadavia, Rodolfo   ", argentno
52,"  RODRÍGUEZ,  ALONSO     ",brazil
25,"FLORES,  NÉSTOR  ",otros
49,"CARDONA,    GASPAR    ",uy
23,Rodolfo Mango ,brazil
35,joaquin  fanon ,brazil
53,lucas  cardona   ,argentino
33," ARISTIZABAL, NÉSTOR   ",brazil
18,  Cristobal Fernández    ,  Otros 
34,MAXIMILIANO   ARISTIZABAL , uruguay
54,  Ingeniero    Abel Antonello      , argentno
40,"lupo,   amaro   ", argentina
27,"Perez, Jose      ",ch
39,jose rodríguez , argentno
18,   amaro    rodríguez   ,ar
34,"Martínez,   Felipe   ",  uy   
41,Rodolfo   Castro  ,ar
33,"   sánchez, thomas    ",  uy   
51, gustavo sacado ,brasil
44,"Pérez,    Renato ",  --
29,julian  garcía   ,  chi   
32,"  díaz, carlos ",  --
43,"   señor   centenera, amaro ",Chileno
30," gonzález,   gabriel ", Uruguayo
34, MATIAS RIGLOS    ,uy
40,pablo nicastro , chileno
54,ernesto garcía     ,uy
55,felipe    casullo ,  chileno
31,"soto, gabriel  ",otros
51,juan gutierrez   , otros
24,Lic.    Emilio García , Uruguayo
59,   fidel  nicastro  ,ch
41,   bruno pérez ,ar
54,Tomas Rojas    ,--
40,  David Orondo ,ch
18,  andrés martínez  ,ch
25,"antonello,    santiago ",ch
53,"sacado,    jorge ",  argentino   
26,"  SOTO, ESTEBAN ",  chi   
50,esteban montoya , brasileño
64," ingeniero  garcía,   victor    ",otros
21,"Lic Gutierrez, Alonso    ",  brasilero
41,gustavo   mendoza    , otros
64,"gonzález, carlos    ",Uruguay
28,Fidel Gómez    ,--
49,Gabriel   Rojas    ,  br   
64,jose    alzate       , uruguay
32,Lucas    Licastro      ,  uy   
39,abel sepúlveda  ,  argentino   
38,"LUPO, BASTIAN ", Brasil
50,carlos rojas , argentno
26,"Aguirre, Federico  ", chilena
60, javier  orondo    ,ar
49,Juan Alsina    ,  arg
42,juan matas    , uruguay
52,"  licenciado    centenera,  maximiliano     ",  Otros 
51,"rodríguez,    carlos ", Brasil
32, señor diego    sánchez ,uy
51,"  fanon,  matias    ", otros
37, Juan Martín   , argentina
27,Julio    Pérez   ,  chileno
19," Sanchez,    Diego  ",  uruguayo
27,"Silva, Matias   ",--
47,Ingeniero Fernando García ,brasil
40,tomas  nicastro  ,brazil
58,"  Matas, Alexis ",  uy   
36,"  Londoño, Alexis ",  uruguayo
43,"Lic. sánchez, julian ",  brasilero
52,"sánchez,  thomas  ",  Otros 
48,FRANCO    NICASTRO    ,ch
41,joaquin    martínez    ,  arg
55,"Montoya, Jose   ",  br   
50,angel  flores    , otros
32,  andrés montoya , Uruguayo
65,ING. RODRIGO  MARTÍNEZ   , Brasil
36,VICENTE   CONTRERAS   , otros
64,"CARDONA,    CARLOS ", otros
24,  licenciado sebastian pérez    ,  arg
20,Bastian    Sanchez ,  argentino   
22,"gutierrez, matias    ",  chileno
19,lic. luciano mactas    , brasileño
22,"Gómez, Abel ",  br   
41, cristobal flores   ,  br   
22,andrés matas      ,Chileno
57,FRANCISCO ROJAS  ,uy
47,"Rodríguez,   Rodolfo ",  chi   
40,"lic castro, angel  ",Uruguay
50," gonzález, mateo    ", brasileño
48,"silva, ignacio   ", argentina
29,Vicente Muñoz    ,Uruguay
32,sr.  luis fertuchelli     ,  br   
65,"  riglos, matias    ",  arg
40,   luis  sánchez  , Uruguayo
31,diego sánchez ,Chileno
49,"López, Diego ", Uruguayo
52,luis    sánchez    , chileno
18,Doctor  Abel Sánchez     ,Chileno
57,"ingeniero silva,  sebastian    ",  uy   
42,rodolfo   sanchez ,  chileno
62,FELIPE  LÓPEZ  ,argentino
19, SANTIAGO   GARCÍA  ,Chileno
50,"  rodríguez, jonás ",  Otros 
19,"amenabar,   mateo ",argentino
31,"  Ing.    Silva, Bastian ",Uruguay
48,"Lic. fabricci,    mateo  ",  brasilero
26,"  ramirez,    renato   ", argentno
62, leandro muñoz  ,uy
65," Sepúlveda, Carlos  ", otros
38,carlos   lópez    , argentno
29,   julian    gonzález ,uy
50,"MARTÍN, RODRIGO  ",ch
42, luis fernández   , chilena
24,"sánchez,    rodolfo ", uruguay
61,"orondo, alexander ",uy
21,  MARTÍN ORONDO ,  arg
65,"lópez,  ignacio ",  chileno
49,emilio marchet  , otros
62, PROF.  LUCIANO GARCÍA  ,  chileno
50,"   perez, maximo  ",  br   
60,Carlos Soto ,  --
32,"Gómez,   Nicolas    ",argentino
39,carlos viey ,ch
44,DOCTOR ALEXANDER SILVA    ,brasil
34,"Nicastro, Damian ",  argentino   
38,"   castro, diego     ",  br   
48,"García, Jonás    ", argentno
46,"   nicastro, sebastian    ",  brasilero
29," riglos, nicolas ",  arg
24,"Orondo,    Victor  ", argentno
64,Thomas   Castro   ,--
56,"PÉREZ,  MAXIMO    ",argentino
49,JAVIER MATAS ,  chi   
30,   VICENTE PEREZ ,brasil
57,"rivadavia, maximo ", otros
60," centenera,  jose ",brasil
48,"Pérez,    Diego ",  --
48,Andrés Lupo ,otros
53,"FERNÁNDEZ, JORGE    ",  uy   
30,FERNANDO  PEREZ ,ch
31,JUAN SEPÚLVEDA ,  chi   
39, matias rodríguez    , argentina
60,Julian    Muñoz ,Chileno
30,"mendoza, luciano  ",otros
46,Doctor   Julio  Sanchez , chilena
44,"  ING. PEREZ, MARTÍN ",  uruguayo
40,victor pérez ,--
55,"  fabricci, damian     ",  --
25,pablo  gonzález    ,  brasilero
45,   Lic. Francisco García      ,  Otros 
42,sebastian    pérez   , brasileño
63,"   Alsina, Luciano   ",  --
28,"gonzalez, julián  ",  --
37,Ignacio  Gómez ,  uy   
21,Eric Sanchez     ,  brasilero
35,"aguirre, diego ",otros
32,   rodrigo sacado     ,Chileno
53, tomas gómez ,  --
18,Lic.  juan    rojas  ,  brasilero
56,  maximiliano antonello ,  uruguayo
64,Matias    Aristizabal ,uy
52,ignacio  perez  ,Uruguay
46,Alexis   Sánchez ,Uruguay
34,carlos guevara   , argentno
39,"  gonzález, fernando     ", argentina
28,"González, Juan       ",Uruguay
30, Amaro   Perez ,  --
54,"Sánchez, Pablo ", argentina
42,"prof.    mango,    federico  ",  argentino   
23,"doctor licastro,    gaspar   ",ar
37,"ramirez,   néstor   ",  --
20,Tomas Martín  ,  uy   
59," Lic. sepúlveda,  nicolas    ",  argentino   
34, Fernando   Martínez   ,uy
50,Gustavo Gómez  ,Chileno
25,"Rodríguez, Martin   ", argentno
26,"sánchez,  agustin    ",  --
55,bastian   gonzález     , chilena
54,Maximo   Sánchez ,brasil
42," antonello, juan    ",brazil
47," López, Felipe ",  chi   
33,"marchet,    sebastian ",  br   
41,Carlos González  ,  chi   
55,"  ing montoya, nicolas   ",uy
42,eric   gómez   ,  --
52,  Rodrigo Guevara    ,ar
29,franco  aguirre  ,ar
45,"Fabricci, Fidel   ",otros
37,"montoya, gaspar  ",--
35,  Alexander Rodríguez  , argentno
57,"mendoza,    francisco ", uruguay
28,prof.    matias sepúlveda ,  --
38,  Dr. gaspar fernández    ,Chileno
21," martínez, carlos    ",Chileno
18,alexis    garcía ,brasil
25,benjamin  gonzález   , brasileño
41,ing  juan sánchez ,--
22,jorge garcía  ,  argentino   
33,julio aguirre   ,Uruguay
53,"sánchez,   alexis ",  arg
63,carlos sánchez  ,ar
34,Dr. maximo martínez , chileno
57,  David García ,ch
26,"   SOTO,   IGNACIO ", uruguay
24,"lic perez, thomas ",brazil
20,andrés lópez    ,  arg
35,"  Lupo, Jorge    ", brasileño
20,MARTIN  SÁNCHEZ , argentno
54,Pablo    González    ,brazil
41,"   licastro, rodrigo ",  Otros 
60, diego ramirez ,  br   
54,"Amenabar,   Nicolas    ", brasileño
53,"LIC. GONZALEZ,  LUCAS   ", argentno
38,"Mactas,   Daniel    ",  br   
38,"fertuchelli,    ernesto ", Uruguayo
23," Martínez, Jose   ",  chileno
36,"   gómez, benjamin  ",brasil
25,  rodolfo    rodríguez ,  uruguayo
46,   felipe  sánchez  ,  argentino   
56,franco licastro     , Uruguayo
35,benjamin gonzález   ,brazil
26,"Matas, Pablo   ",  brasilero
37,jorge gómez     , argentno
58,"fabricci,    carlos  ",--
43,"londoño,   alexander ",  arg
46,jonás aguirre   ,  arg
62, lucas  centenera  , uruguay
29,"Ingeniero   Aristizabal, Agustin ", argentina
41,"  amenabar, emilio   ",argentino
52,  Dr.   jose   sánchez    ,Chileno
36,gustavo   hernández      ,  --
34,"Gómez,  Santiago    ", argentina
56,Fidel González  ,Uruguay
21,"Alzate, Juan ",  uruguayo
26,"Fernández,  Martin  ",ch
54,alexis gómez ,  arg
36,  ignacio riglos     ,Uruguay
33,   luis  martín    , chilena
28,bruno flores   ,uy
45, prof. david rojas   , otros
48," doctor  pérez,    rodrigo ",  uruguayo
57,"LICASTRO,    CARLOS ",ch
23,MARTÍN ROJAS   ,  uruguayo
39,"   Silva,   Néstor     ", argentno
34,NÉSTOR   VIEY  ,  --
36,JONÁS AGUIRRE    ,ch
44,diego  guevara ,brazil
52,  LUIS FLORES    ,  argentino   
33, Fidel Casullo   ,  uy   
62,"rodríguez, julio  ",  arg
50,luis soto , otros
23,"Fernández, Victor  ", chileno
57,"   LONDOÑO, JUAN  ",  br   
54,"pérez,    ernesto  ",  Otros 
24,"fertuchelli, gaspar ",Chileno
30,  Francisco García      ,brasil
26,"MARTÍNEZ,   CARLOS       ",uy
50,"pérez, ignacio ", argentina
58,Jose   Alzate      ,argentino
51,ALEXIS PÉREZ ,Uruguay
58,   maximiliano centenera ,uy
22,"Fanon, Felipe    ", chilena
53,"   ing. viey, franco      ",ch
57,Sebastian Amenabar ,brazil
22,victor    pérez ,--
52,"   González,  Julian    ",uy
47,doctor   cristobal lópez , otros
45,"FABRICCI, ALONSO   ", argentno
54,diego garcía     ,  chi   
37,   Jorge  Fernández   ,  chi   
19,"alzate,    vicente  ",brasil
55, joaquin cardona ,otros
37,maximiliano garcía  ,ar
41,"   sepúlveda, leandro ",  brasilero
60,fidel    orondo ,  br   
48, SEBASTIAN   MARTÍNEZ ,  uy   
33,"  sánchez,   damian ",  br   
34,  Maximiliano González  ,  chi   
20,   pablo alsina    ,otros
37, David    Cardona , chileno
63,"montoya, benjamin   ",  uruguayo
25,   Amaro Antonello , argentina
32,ing. jose pérez  ,Uruguay
18," castañeda, pablo  ",otros
30,FEDERICO    GONZÁLEZ  ,  br   
37,"  Gómez, Luciano ",  argentino   
39,"fertuchelli, angel ",otros
51, bastian  martínez ,  Otros 
59,"castañeda,    sebastian ", argentina
59,"martínez,   matias       ", Uruguayo
41,"LICENCIADO   SEPÚLVEDA, JOSE   ",  Otros 
37,  Ing.    Renato Pérez ,  uruguayo
50,"rivadavia,   bastian    ",argentino
41,luis sacado ,--
52,"rodríguez,  daniel  ", otros
58,sr. alonso    amenabar  ,  brasilero
65, gabriel  matas   ,argentino
34," riglos,   pablo   ",ar
29,tomas  gonzalez ,--
24,"Alzate, Renato  ",brazil
27," martínez, maximo ",brasil
50,Fernando  Pérez ,brasil
20,"prof. rodríguez, damian   ", Uruguayo
60,Angel Marchet    , brasileño
44,"Alsina, Lucas ",brazil
34, andrés  riglos ,ar
26,Federico Díaz  ,brasil
44," Señor    Contreras, Pablo ", otros
52,"fanon, javier    ",brasil
24,LICENCIADO VICTOR MARTÍNEZ   , chilena
27,"   GONZÁLEZ,   PABLO       ", otros
43,Juan Marchet     ,--
38,   victor alzate    , brasileño
59,"  Soto,   Camilo ",  uy   
37," centenera,   pablo ",Chileno
29,"centenera, ignacio ",  br   
24,"licastro, agustin    ",  br   
36,"prof. guevara,    andrés   ", chilena
58,francisco    mango   ,--
48, prof. santiago   lópez   , argentina
63,"garcía,   rodolfo    ",Chileno
40,Alexis    Rodríguez       , Brasil
51,"martínez, eric ",  br   
46,cristian lópez    ,  Otros 
44,ing pablo perez ,otros
61," Viey, Cristian  ",ar
20,   Maximiliano Fertuchelli      , Brasil
30, pablo fertuchelli  ,  br   
44,"Dr. soto,   abel ",Chileno
33,nicolas   garcía , argentno
28,martin pérez , argentno
54,"  FANON,    CRISTIAN     ",  --
29,  mateo antonello       ,  chi   
47,martín  casullo    ,  brasilero
63,Juan Pérez    ,  argentino   
63,ing eric sánchez    , Brasil
51,"   martínez, mateo  ",brazil
53,JULIO  GONZÁLEZ ,  brasilero
47," riglos,    camilo   ", otros
53," casullo, rodrigo    ", otros
56,"   fernández,  felipe    ",  --
25,"   doctor gómez,  agustin ",brazil
50,"castañeda,   pablo    ",brasil
29,   JUAN FERTUCHELLI   ,uy
23,"   viey,   tomas   ",Chileno
52,  Jose Matas    ,--
53,"  López, Martin ", Uruguayo
45,"fabricci, felipe ", chilena
63,"  CASULLO, AGUSTIN   ",Chileno
36,"lic. lupo, gabriel ",Uruguay
36,"  Ing  Silva,  Pablo   ",ch
53,sr. martín gonzález   ,  Otros 
47,CARLOS ALZATE   ,  uy   
65,   Lic.  diego  orondo ,brasil
36,AMARO RIVADAVIA   ,--
53,ingeniero bastian    montoya    , chilena
44, RODRIGO FABRICCI    ,  brasilero
34,"sánchez, thomas ", chilena
25,lucas lópez , otros
46,"FERNÁNDEZ,    DAVID   ",  chi   
33,"  pérez, emilio ",Uruguay
21,"castro,  rodrigo  ",  argentino   
18,"gómez, nicolas ",  argentino   
53,  thomas    fabricci    ,Chileno
65," Cardona, Daniel     ", Brasil
33,"   mendoza, juan ", Uruguayo
22,   eric garcía ,Chileno
40," GONZÁLEZ,  EMILIO   ", Uruguayo
30,Dr.   agustin fabricci ,Chileno
29,"   PROF. MARCHET,    SEBASTIAN ",uy
64,  Matias Martínez ,brazil
54,"  centenera,  abel ",argentino
47,eric rodríguez       ,  brasilero
23,  LUIS GARCÍA  ,otros
43,"alsina,    camilo    ", uruguay
25, martin gonzález   , argentno
50,"Lupo, Julián ", uruguay
45,"ing. díaz,    ignacio   ",uy
36,"Silva, Gustavo   ",ar
49,rodolfo rojas     ,--
58,"   FABRICCI,  CRISTOBAL   ",  brasilero
64, jorge alsina    ,brasil
31,"garcía, vicente   ",Chileno
32,"doctor   martínez, francisco   ", chilena
25,   mateo    castañeda     ,  br   
24, DOCTOR ERIC   SILVA   ,  uy   
62,"doctor rivadavia, matias  ",  chileno
54,"sánchez,  fernando    ",--
18,"Hernández, Rodolfo ",  uy   
20,"   lupo,    rodrigo     ",  argentino   
25,   abel antonello       ,  --
38,Luciano   López , argentno
42,BASTIAN   RAMIREZ     ,otros
34,sebastian   díaz    ,  br   
32,lic. benjamin centenera    ,  arg
27,"Dr. Matas,   Angel ",  br   
33,"fertuchelli,    renato   ",  arg
54,"  rodríguez,   daniel ",  uy   
37," sánchez,  santiago ",  uruguayo
29,"rojas,   bastian ",  br   
36,"  Fernández,  Lucas    ",ar
22,DR. DANIEL NICASTRO , uruguay
19,licenciado  renato rojas ,brazil
20,  Tomas Castro , Uruguayo
21,"amenabar, mateo    ",ar
56,bruno sánchez  ,ch
22,"   Fernández,    Francisco   ", brasileño
61," Rodríguez, Juan    ",brazil
44," MARTÍNEZ, SEBASTIAN ", uruguay
30,Prof.   Victor Alsina ,  argentino   
22,"GONZÁLEZ, ALEXANDER ",  uruguayo
33," antonello, camilo ", Uruguayo
57,GUSTAVO   GUTIERREZ    ,  brasilero
61,"fernández, alexander    ",Chileno
25,"  Dr. fernández, francisco  ",Chileno
22,mateo lópez   , Brasil
41, emilio alsina    , uruguay
33,"señor    martín, javier       ",  uy   
49,  lic abel    mango  , Uruguayo
45,"  Ing. Sánchez,   Juan ",  brasilero
36,"prof.    mango,    vicente    ",  chileno
63,   SR.    FRANCO LÓPEZ    ,brazil
56,Jorge  Sánchez , brasileño
47,MAXIMO LONDOÑO  ,Chileno
61,   sebastian gómez ,  --
51,"  PROF. PEREZ,    NÉSTOR ", otros
45,Cristobal Flores  ,  br   
23,matias lópez   ,ar
56,abel gonzález   , chilena
58,"CASTRO, RODOLFO   ",  brasilero
64, juan sepúlveda  ,uy
30,Eric  Contreras ,ar
58,ABEL   GARCÍA  , argentno
61,  lic. emilio pérez , otros
62,"martínez,   carlos ",--
64,   Jorge    López    ,  --
54,Jonás  Fernández ,ch
47,"nicastro, pablo    ",  chileno
54,"  ing sepúlveda, alexis   ", uruguay
60,"lic.    amenabar, benjamin ", brasileño
32,"silva,  bastian   ",  --
33,julián  fernández ,  uruguayo
52,   matias sánchez     , uruguay
30,Ignacio   Fanon ,  chi   
47,"   Rodríguez, Martín     ", otros
48,daniel castro ,Uruguay
44,"  Doctor   Castro, Andrés    ",  --
34,"SÁNCHEZ, JULIAN  ", Uruguayo
54,"  amenabar, gustavo ",  --
23,"Licastro,    Fidel ",ar
56,"   perez, jose     ",  chi   
29,juan  pérez ,  chileno
22,"Alzate, Benjamin      ",  chi   
27,"Díaz, Nicolas ",otros
65,VICENTE LICASTRO , uruguay
39,   MAXIMO   LICASTRO  ,Chileno
19," marchet, néstor ", argentina
34,"ing   castro,    andrés      ",  --
45,jose centenera ,  Otros 
61, Lic. Francisco López     , Uruguayo
56,  diego gonzález ,  arg
42,"Lic.    Pérez, Leandro ", chileno
47," lópez,   martin       ",Uruguay
52,"Sánchez,  Gabriel ",otros
64,Alexis González    ,ch
24,"López, Ernesto    ",Chileno
62,tomas garcía  , brasileño
52,david martínez ,  uruguayo
19,benjamin orondo    , chileno
20,javier    gutierrez       , otros
18,Dr.   matias    rodríguez    ,  argentino   
22,alexis  mactas ,  uy   
64,"  GONZÁLEZ,    LUCIANO  ",  chi   
34,diego    fernández   , argentno
31,  Sr.   Andrés Guevara  ,brazil
45,"ORONDO,    EMILIO  ",ch
