titulo,nombre,apellido,edad,nacionalidad
Lic.,Federico,Orondo,38,Otra
,Thomas,Rodríguez,19,Brasileña
,Eric,García,41,Chilena
,Sebastian,Matas,60,Brasileña
Prof.,Sebastian,González,41,Uruguaya
,Renato,Sánchez,47,Chilena
,Joaquin,Rodríguez,36,Uruguaya
,Matias,Contreras,54,Brasileña
,Nicolas,Cardona,44,Brasileña
,Renato,Flores,24,Uruguaya
,Tomas,Rodríguez,32,Brasileña
,Lucas,Fernández,47,Otra
,Jorge,Rodríguez,47,Argentina
Ing.,Jose,Martínez,65,Otra
,Gaspar,García,30,Brasileña
,Sebastian,Fabricci,64,Uruguaya
,Sebastian,Guevara,25,Brasileña
,Luciano,Contreras,60,Uruguaya
,Gaspar,García,32,
,Sebastian,Fanon,24,Uruguaya
,Lucas,Fernández,34,Chilena
Lic.,Bruno,González,30,Argentina
,Néstor,Contreras,64,Otra
,Damian,Fernández,49,Argentina
,Agustin,Gómez,60,Chilena
,Eric,Alsina,63,Uruguaya
Ing.,Angel,Antonello,23,Argentina
,Julio,Rodríguez,45,Otra
,Gustavo,Mactas,18,Argentina
,Emilio,Rodríguez,20,Uruguaya
,Martin,Soto,56,Uruguaya
,Martín,Montoya,47,Chilena
Dr.,Eric,López,30,Chilena
,Fidel,Soto,63,Otra
,Jonás,Lupo,65,Argentina
Ing.,Federico,Flores,48,
,Cristian,Cardona,64,Brasileña
,David,Licastro,36,Brasileña
,Juan,Guevara,47,Uruguaya
,Luciano,Cardona,28,Otra
,Francisco,Casullo,59,Brasileña
Lic.,Cristian,Montoya,34,Argentina
,Felipe,González,45,Chilena
,Nicolas,Mango,46,Brasileña
,Julian,Hernández,51,Brasileña
,Ernesto,Rodríguez,42,Otra
,Julian,González,48,
,Juan,Sánchez,37,Argentina
,Esteban,Gómez,64,Uruguaya
,Julian,García,52,Chilena
,Mateo,Castro,26,Uruguaya
,Andrés,Marchet,29,Argentina
,Bruno,Guevara,50,Otra
,Alexis,Hernández,36,Argentina
,Pablo,Castro,38,Brasileña
,Maximo,Gonzalez,22,Brasileña
,Alexis,Martínez,28,Argentina
,Alexis,Sánchez,18,Uruguaya
,Alexis,González,52,Chilena
,Federico,Sánchez,34,Chilena
,Benjamin,Fernández,23,Brasileña
Lic.,Andrés,Flores,46,Argentina
,Jorge,Licastro,21,Argentina
,Emilio,Sánchez,27,Uruguaya
,Lucas,López,29,Uruguaya
,Andrés,Aristizabal,20,Brasileña
Lic.,Bastian,Sacado,36,Chilena
,Emilio,Gonzalez,60,
,Lucas,Contreras,53,Uruguaya
,Alonso,Martín,58,Uruguaya
,Tomas,Martínez,54,Uruguaya
,Gustavo,González,18,Otra
,Néstor,Díaz,35,Uruguaya
,Luis,Centenera,37,Uruguaya
,Sebastian,Castro,21,Argentina
Ing.,Julio,Fertuchelli,24,Argentina
,Felipe,López,37,Brasileña
,Nicolas,Marchet,23,Brasileña
Ing.,Cristobal,Muñoz,22,Argentina
,Luciano,García,63,Brasileña
Dr.,Matias,González,18,Otra
Lic.,Jose,González,54,Uruguaya
,Ignacio,López,47,Otra
,Fernando,Pérez,38,Uruguaya
Ing.,Alonso,Gonzalez,53,Chilena
,Camilo,García,23,Chilena
,Rodrigo,Perez,60,Brasileña
,Ignacio,González,56,Chilena
,Juan,Alsina,25,Uruguaya
,Julio,Marchet,25,Brasileña
Ing.,Julian,Aguirre,35,Argentina
Ing.,Cristobal,Hernández,32,Uruguaya
,Rodolfo,Rojas,56,Argentina
,Rodolfo,Sacado,49,Uruguaya
,Alonso,Fernández,26,Otra
,Pablo,Gutierrez,20,Brasileña
,Fernando,González,35,Brasileña
,Alonso,Gómez,38,Argentina
Ing.,Matias,Rodríguez,30,Chilena
,Jose,Matas,56,Argentina
Dr.,Maximiliano,Sánchez,29,Argentina
,Jorge,Montoya,51,Brasileña
,Matias,Sánchez,31,
,Diego,Mendoza,52,Argentina
,Vicente,Sepúlveda,49,Uruguaya
Prof.,Alexis,Casullo,56,Uruguaya
,Julio,Sanchez,49,Uruguaya
,Sebastian,Nicastro,32,Chilena
,Maximo,Perez,38,Argentina
,Rodolfo,Aristizabal,19,Chilena
,Cristobal,Guevara,45,Chilena
Ing.,Francisco,Sánchez,60,
,Jorge,Pérez,39,Argentina
,Eric,Licastro,29,Brasileña
,Joaquin,Ramirez,50,Brasileña
,Angel,Gómez,65,Chilena
,Esteban,Marchet,20,Brasileña
,Emilio,Muñoz,60,Argentina
,Joaquin,Rodríguez,19,Otra
,David,Guevara,40,Brasileña
Dr.,Rodolfo,González,54,Uruguaya
,Agustin,Castro,33,Chilena
,Gustavo,Mactas,52,Chilena
,Diego,García,65,Chilena
,Emilio,González,48,Argentina
,Eric,Perez,46,Argentina
,Felipe,Londoño,60,Brasileña
,Emilio,Martínez,44,Brasileña
,Juan,Mango,23,Argentina
,Julian,González,57,Argentina
,Camilo,Fanon,26,
,Alonso,Mendoza,52,Chilena
,Agustin,Rodríguez,47,Chilena
,Fernando,Díaz,34,Chilena
,Javier,Sánchez,48,Brasileña
,Juan,Aristizabal,39,Brasileña
,Esteban,Casullo,40,Brasileña
,Federico,Martínez,52,Chilena
,Fernando,Rojas,23,Argentina
,Jorge,Fernández,44,Chilena
,Rodrigo,Rivadavia,23,Argentina
Lic.,Nicolas,González,60,Brasileña
,Matias,García,64,Chilena
Ing.,Cristobal,Fernández,61,Brasileña
,Esteban,Castañeda,43,Brasileña
,Cristobal,Sánchez,24,Otra
,Alonso,Licastro,39,Chilena
Ing.,Victor,Pérez,37,Otra
,Andrés,Sepúlveda,59,Chilena
Lic.,Martin,Díaz,30,Brasileña
,Franco,Castañeda,20,Argentina
,Pablo,Fertuchelli,19,Argentina
,Ernesto,García,63,Chilena
,Matias,Antonello,59,Uruguaya
,Cristobal,Alsina,52,
,Esteban,Perez,32,Uruguaya
,Abel,Orondo,51,Argentina
,Gaspar,Amenabar,53,Uruguaya
,Thomas,Pérez,46,Argentina
,Julio,Antonello,36,Argentina
,Pablo,Pérez,44,Chilena
,Daniel,Rodríguez,59,Chilena
Lic.,Bastian,Fernández,52,Argentina
,Tomas,Martínez,49,Chilena
,Gaspar,Pérez,32,Brasileña
,Andrés,Perez,20,Otra
,Juan,Rodríguez,47,Brasileña
,Emilio,García,65,Chilena
,Thomas,Pérez,40,Chilena
,Alexis,Sanchez,56,
Dr.,Julián,Aristizabal,21,
,Andrés,Hernández,55,Argentina
,Sebastian,Orondo,37,Chilena
Dr.,Gaspar,Castañeda,29,Brasileña
,Jorge,Antonello,54,Brasileña
,Luis,Perez,63,Chilena
,Martin,Ramirez,62,Brasileña
,Angel,Centenera,50,
,Matias,Rojas,62,Brasileña
,Lucas,González,49,Brasileña
,Victor,Flores,32,Brasileña
Ing.,Tomas,Soto,50,Uruguaya
,Mateo,Orondo,36,Chilena
Lic.,Julian,Hernández,32,
,Mateo,González,19,Otra
,Daniel,Marchet,61,Chilena
Lic.,Pablo,Ramirez,55,Uruguaya
,Andrés,Casullo,65,Brasileña
,Pablo,García,32,Chilena
,Javier,Aristizabal,47,Brasileña
,Bastian,Gonzalez,19,Chilena
Prof.,Esteban,Casullo,42,Uruguaya
,Felipe,López,23,Brasileña
,Rodolfo,Aguirre,19,Chilena
Lic.,Pablo,Silva,26,Chilena
,Pablo,Montoya,46,Brasileña
,Nicolas,Nicastro,48,Argentina
,Matias,González,52,Uruguaya
,Gustavo,Mango,53,Brasileña
,Camilo,Hernández,61,Brasileña
,Javier,Guevara,57,Chilena
Ing.,Benjamin,Rivadavia,53,Brasileña
,Jorge,Castañeda,20,Uruguaya
,Agustin,Castro,42,Otra
,Carlos,Sánchez,51,Brasileña
,Matias,Flores,62,Brasileña
,Lucas,Soto,51,Uruguaya
,Juan,Marchet,59,Uruguaya
,Victor,Alsina,53,Chilena
Ing.,Mateo,Castañeda,44,Brasileña
,Luis,Sepúlveda,51,Chilena
Dr.,Esteban,Rodríguez,26,Otra
,Sebastian,Martínez,33,Otra
,Pablo,Sánchez,52,
,Julio,López,29,Chilena
,Alonso,González,58,Argentina
,Mateo,Pérez,44,Brasileña
,Mateo,Sacado,42,Chilena
,Juan,García,29,Chilena
Lic.,Martín,Sepúlveda,34,Uruguaya
,Maximiliano,Aguirre,59,Chilena
Lic.,Franco,Fanon,33,Brasileña
Lic.,Gaspar,González,41,Chilena
,Néstor,Sanchez,54,Chilena
Lic.,Cristian,Gómez,20,Otra
Ing.,Andrés,Alsina,52,Chilena
Dr.,Damian,Lupo,38,Argentina
Ing.,Benjamin,Díaz,53,Chilena
,Renato,González,65,Argentina
,Cristobal,Martínez,25,Chilena
,Pablo,Gómez,32,
,Ernesto,Fernández,50,Uruguaya
,Mateo,Matas,19,Brasileña
,Tomas,González,42,Argentina
,Ignacio,Mango,41,Chilena
,Amaro,Gómez,58,
,Luis,Sánchez,59,Uruguaya
,Pablo,Matas,61,Uruguaya
,Javier,Londoño,28,Uruguaya
Ing.,Francisco,García,23,
,Felipe,Orondo,24,Otra
Dr.,Luis,Ramirez,20,Brasileña
,Vicente,Fertuchelli,32,Uruguaya
,Julián,López,56,Uruguaya
Ing.,Maximo,Pérez,25,Otra
,Benjamin,Gonzalez,40,
,Santiago,Mendoza,25,Argentina
,Juan,Aristizabal,30,Uruguaya
,Fernando,González,61,Argentina
Ing.,Ignacio,García,43,Otra
,Maximo,Martínez,18,Argentina
Lic.,Matias,Aguirre,33,Argentina
,Franco,Fernández,32,Argentina
,Lucas,Alsina,61,Uruguaya
,Cristobal,López,33,Argentina
,Jonás,Gutierrez,34,Brasileña
,Damian,García,45,Brasileña
,Juan,Sánchez,51,Uruguaya
Lic.,Emilio,Centenera,42,Brasileña
,Tomas,González,43,Chilena
,Andrés,Orondo,47,
,Joaquin,Rodríguez,35,Uruguaya
,Amaro,Alsina,51,Uruguaya
,Matias,Alsina,34,Uruguaya
,Julian,Guevara,27,Uruguaya
,Bastian,Silva,61,Chilena
Lic.,Rodolfo,Castro,63,Chilena
,Alexander,Fernández,23,Otra
,Esteban,García,48,Brasileña
,Gustavo,Silva,55,Otra
,Fernando,Amenabar,19,Argentina
,Bruno,Sanchez,26,Chilena
,Rodolfo,Martínez,53,Argentina
Dr.,Bastian,Fanon,61,Chilena
Ing.,Maximo,Nicastro,31,Argentina
,Julián,Gómez,33,
,Mateo,Gómez,29,Brasileña
,Julián,Rodríguez,39,Chilena
,Eric,Rodríguez,57,
,Gaspar,González,29,Chilena
,Maximo,Mango,31,Argentina
,Esteban,Martínez,57,Brasileña
,Esteban,Antonello,38,Argentina
,David,Martínez,64,Chilena
,Pablo,Silva,59,
,Luciano,Martínez,62,Chilena
Ing.,Leandro,Contreras,51,
,Agustin,García,60,
,Gustavo,González,55,Uruguaya
,Pablo,González,48,Otra
Lic.,Lucas,Fertuchelli,48,Brasileña
,Martin,Riglos,57,Brasileña
Prof.,Pablo,Pérez,19,Brasileña
,Fernando,Muñoz,61,Chilena
,Amaro,Pérez,59,Chilena
,Lucas,Mango,51,Brasileña
,Sebastian,Sánchez,45,Uruguaya
,Victor,Martín,27,Argentina
,Santiago,Centenera,37,Brasileña
Dr.,Pablo,Sanchez,28,Argentina
Ing.,Victor,Martínez,34,Brasileña
,Joaquin,Martín,27,Otra
,Damian,Montoya,34,Uruguaya
,Maximo,Gonzalez,20,Uruguaya
,Maximiliano,García,42,Argentina
,Luciano,Lupo,25,Uruguaya
,Juan,Sánchez,52,Chilena
,Matias,Amenabar,23,Uruguaya
,Juan,Muñoz,36,Brasileña
Dr.,Andrés,Fertuchelli,50,Uruguaya
,Bruno,Nicastro,33,Uruguaya
,Esteban,Martínez,27,Uruguaya
,Amaro,Aguirre,43,
Ing.,Lucas,Castañeda,39,Brasileña
,Leandro,Fernández,62,Argentina
,Maximiliano,González,59,Brasileña
,Matias,Rodríguez,40,Brasileña
,Bruno,García,51,Argentina
,Pablo,González,35,Chilena
,Jonás,Sacado,43,
,Carlos,Riglos,29,Uruguaya
Dr.,Jorge,Sánchez,39,Chilena
,Sebastian,Gómez,65,Chilena
,Julian,Rivadavia,22,Otra
,Julio,Sánchez,27,Chilena
,Ignacio,Mactas,30,Brasileña
,Carlos,García,61,Chilena
,Julián,Gonzalez,32,Otra
Lic.,Carlos,Flores,28,Argentina
,Carlos,Gómez,50,
,David,González,37,
,Agustin,Nicastro,46,
,Rodolfo,Perez,63,Uruguaya
,Jorge,Fernández,53,Brasileña
,Diego,Riglos,28,Chilena
,Abel,Casullo,58,Argentina
,Emilio,Antonello,26,Otra
,David,Pérez,19,Chilena
,Diego,Rodríguez,30,Argentina
,Gustavo,Londoño,58,Chilena
Ing.,Tomas,Antonello,22,Brasileña
,Julián,Fanon,35,Brasileña
,Cristian,Mendoza,32,Chilena
,Bastian,Matas,38,Uruguaya
,Lucas,Sepúlveda,37,Uruguaya
,Jorge,Montoya,48,Chilena
,Jorge,Martín,63,Chilena
,Rodrigo,Sánchez,61,Uruguaya
,Diego,Marchet,35,Brasileña
,Néstor,Alsina,24,Argentina
,Camilo,Pérez,47,Argentina
Lic.,Martín,Viey,54,Brasileña
,Julian,Pérez,34,Brasileña
,Juan,Sánchez,43,Otra
,Maximo,Sánchez,45,Brasileña
,Bastian,Antonello,45,Chilena
,Daniel,Mendoza,50,Brasileña
Ing.,Juan,Díaz,57,Brasileña
,Luis,Fabricci,44,Uruguaya
Ing.,Santiago,Sánchez,62,Uruguaya
,Maximiliano,Silva,20,Uruguaya
,Jose,Mactas,20,Uruguaya
,Juan,García,18,Argentina
,Thomas,Mendoza,57,Chilena
,Jonás,Londoño,55,Chilena
,Victor,Aristizabal,20,
Dr.,Camilo,Casullo,18,Uruguaya
,Jorge,Rojas,29,Brasileña
Prof.,Franco,Riglos,35,Argentina
Ing.,Néstor,Lupo,26,Chilena
Ing.,Julio,Fertuchelli,58,Argentina
,Jonás,Orondo,64,Argentina
,Renato,Alzate,56,Brasileña
,Amaro,Martín,53,Brasileña
,Ernesto,López,21,Uruguaya
,Gabriel,Rodríguez,29,Argentina
,Santiago,Gómez,28,Chilena
,Ignacio,Amenabar,49,Argentina
Lic.,Néstor,Rodríguez,23,Argentina
Lic.,Angel,Mactas,38,Chilena
Lic.,Francisco,López,64,Uruguaya
,Jose,Fanon,25,Brasileña
,Jorge,García,34,Chilena
,Gustavo,Rodríguez,39,Brasileña
,Martín,Rodríguez,29,Chilena
,Lucas,Gutierrez,51,Uruguaya
,Matias,Rojas,43,Argentina
,Ernesto,Viey,34,Brasileña
,Angel,Cardona,25,Uruguaya
,Joaquin,Gonzalez,53,Uruguaya
,Sebastian,Gómez,22,Argentina
,Camilo,López,65,Uruguaya
,Maximo,Pérez,53,Uruguaya
,David,Soto,57,Uruguaya
,Matias,Marchet,47,Argentina
,Rodolfo,Mango,32,Chilena
,Juan,García,48,Argentina
,Luis,Mango,43,Otra
Lic.,Joaquin,Martínez,57,Brasileña
Prof.,Mateo,García,40,
,Emilio,Martín,23,Argentina
Dr.,Esteban,Castro,20,Uruguaya
,Daniel,Rivadavia,23,Uruguaya
,Julian,Gutierrez,38,Uruguaya
,Maximiliano,Riglos,45,Argentina
Ing.,Alexander,Alsina,54,Chilena
,Camilo,Ramirez,48,Brasileña
Dr.,Gaspar,González,51,Brasileña
,Angel,Sepúlveda,58,Uruguaya
,Carlos,García,28,Brasileña
,Pablo,Aguirre,50,Argentina
,Lucas,Contreras,63,Chilena
,Angel,Martínez,53,Argentina
,Gaspar,Marchet,64,Uruguaya
,Esteban,Nicastro,35,Chilena
,Damian,Pérez,21,Chilena
Ing.,Ignacio,Flores,21,Argentina
,Julian,González,21,Uruguaya
,Jose,García,43,Chilena
Lic.,Gaspar,García,25,
,Juan,Sepúlveda,25,Chilena
,Benjamin,López,55,Argentina
,Carlos,Londoño,32,Argentina
,Gaspar,Díaz,31,Argentina
,Gustavo,Rojas,50,
,Cristobal,Pérez,62,Uruguaya
,Daniel,Nicastro,52,Brasileña
,Jorge,Gutierrez,31,Argentina
,Cristian,Rodríguez,22,
,Maximiliano,Castañeda,60,Argentina
,Gaspar,Mendoza,50,Chilena
,Benjamin,Mango,46,Argentina
,Esteban,Aristizabal,59,Argentina
,Julio,Muñoz,51,Argentina
,Julio,González,60,Otra
,Lucas,Martínez,59,Brasileña
,Santiago,Fabricci,44,Brasileña
Dr.,Juan,Sánchez,62,Argentina
,Julio,González,57,Argentina
,Juan,Rodríguez,35,Brasileña
,Renato,Contreras,48,Chilena
,Joaquin,González,57,Otra
,Andrés,Londoño,27,Brasileña
,Damian,Martínez,45,Uruguaya
Dr.,Jorge,Sánchez,33,Otra
,Esteban,Sánchez,41,Brasileña
,Vicente,Alzate,65,Argentina
,Néstor,Nicastro,21,Argentina
,Matias,González,50,Chilena
,Emilio,Nicastro,25,Brasileña
,Fernando,Centenera,36,Otra
,Francisco,Rodríguez,37,Chilena
,Juan,Cardona,45,Uruguaya
,Lucas,Nicastro,22,Otra
,Sebastian,Gutierrez,29,Uruguaya
Lic.,Juan,López,28,Uruguaya
Dr.,Amaro,Flores,52,Uruguaya
,Alexander,Gonzalez,43,Brasileña
Dr.,Bruno,Pérez,40,Uruguaya
,Bruno,Orondo,42,Uruguaya
,Juan,Martínez,29,Uruguaya
,Sebastian,Muñoz,46,Argentina
,Franco,Martín,56,Brasileña
,Javier,Hernández,51,Argentina
,Alexander,Sánchez,65,Argentina
,Sebastian,Pérez,61,Uruguaya
,Jorge,García,28,Argentina
Lic.,Andrés,Castro,51,Brasileña
,Javier,Fabricci,60,Uruguaya
,Fidel,González,31,Uruguaya
Ing.,Abel,Gómez,33,Brasileña
,Cristian,González,19,Chilena
,Luciano,Mactas,30,Argentina
,Franco,Marchet,65,Uruguaya
,Bastian,Rodríguez,41,Argentina
,Carlos,Viey,45,Otra
Ing.,Daniel,Ramirez,48,Otra
,Thomas,Martínez,23,Brasileña
Dr.,Jonás,Amenabar,21,Argentina
,Emilio,Martínez,22,Otra
,Amaro,Viey,52,Chilena
,Cristian,Fernández,37,Uruguaya
Prof.,Lucas,Aguirre,35,Argentina
,Cristobal,Nicastro,42,Otra
,Santiago,González,55,Chilena
,Fernando,Muñoz,25,Chilena
,Luciano,Rivadavia,43,Brasileña
,Jorge,Castro,60,Argentina
,Javier,Fernández,54,Uruguaya
,Renato,Viey,49,Uruguaya
,Luciano,Riglos,63,Chilena
,Luis,Aristizabal,31,Otra
,Bastian,Mendoza,61,Otra
Ing.,Vicente,Mango,47,Argentina
,Jose,Aguirre,19,Chilena
,Ernesto,Ramirez,59,
,Jorge,Sacado,63,Brasileña
,Carlos,Orondo,62,Uruguaya
,Martin,Guevara,46,
,Damian,Perez,36,Argentina
,Rodolfo,Fanon,57,Brasileña
,Julián,González,27,Uruguaya
,Bruno,Pérez,27,Chilena
,Juan,Ramirez,51,Argentina
Lic.,Luis,García,23,Brasileña
Ing.,Rodrigo,Castro,26,Uruguaya
,Luis,Casullo,26,Uruguaya
,Agustin,García,39,Chilena
,Victor,González,62,Uruguaya
,Alonso,Fernández,18,Chilena
Lic.,Agustin,Alsina,21,Uruguaya
,Thomas,Martín,60,Argentina
,Gustavo,Riglos,61,Argentina
,Esteban,Perez,42,Brasileña
,Thomas,Muñoz,47,Chilena
,Carlos,García,63,Brasileña
,Abel,Casullo,19,Argentina
,Nicolas,Antonello,56,Brasileña
,Julian,Licastro,58,Otra
,Nicolas,Orondo,29,
,Rodolfo,Fertuchelli,53,Brasileña
,Santiago,Perez,55,Otra
,Cristian,Fernández,23,Brasileña
,Lucas,García,59,Uruguaya
,Matias,Centenera,36,Uruguaya
Lic.,Cristobal,Martínez,18,
,Maximo,Gutierrez,44,Uruguaya
,Jose,Pérez,28,Chilena
,Federico,Rodríguez,51,Brasileña
,Joaquin,Cardona,57,Brasileña
,Jorge,Orondo,36,
Lic.,Felipe,Sánchez,29,Chilena
,Gabriel,Contreras,37,Argentina
,Fernando,Ramirez,57,Argentina
,Angel,Martínez,19,Uruguaya
Ing.,Abel,Licastro,62,Uruguaya
Ing.,Nicolas,Gómez,24,Chilena
Dr.,Juan,Mendoza,35,Otra
,Thomas,Castañeda,22,Brasileña
,David,Martínez,18,Uruguaya
,Jorge,Silva,58,Brasileña
,Rodrigo,López,28,Argentina
,Lucas,Fanon,58,Brasileña
,Renato,Aguirre,38,Otra
,Javier,Gutierrez,62,Argentina
,Rodolfo,Castro,40,Chilena
,Jorge,González,63,Uruguaya
Ing.,Tomas,Muñoz,32,Argentina
,Damian,Cardona,22,Uruguaya
,Gabriel,Mango,56,Uruguaya
,Jose,Mactas,32,Uruguaya
,Rodrigo,Pérez,64,Brasileña
,Emilio,Martínez,57,Chilena
,Alexis,Sepúlveda,54,Uruguaya
,Benjamin,Díaz,19,
,Alexander,Soto,43,Otra
Lic.,Jonás,Silva,19,Brasileña
,Nicolas,Contreras,65,Chilena
,Rodolfo,Rivadavia,35,Argentina
,Alonso,Rodríguez,52,Brasileña
,Néstor,Flores,25,Otra
,Gaspar,Cardona,49,Uruguaya
,Rodolfo,Mango,23,Brasileña
,Joaquin,Fanon,35,Brasileña
,Lucas,Cardona,53,Argentina
,Néstor,Aristizabal,33,Brasileña
,Cristobal,Fernández,18,Otra
,Maximiliano,Aristizabal,34,Uruguaya
Ing.,Abel,Antonello,54,Argentina
,Amaro,Lupo,40,Argentina
,Jose,Perez,27,Chilena
,Jose,Rodríguez,39,Argentina
,Amaro,Rodríguez,18,Argentina
,Felipe,Martínez,34,Uruguaya
,Rodolfo,Castro,41,Argentina
,Thomas,Sánchez,33,Uruguaya
,Gustavo,Sacado,51,Brasileña
,Renato,Pérez,44,
,Julian,García,29,Chilena
,Carlos,Díaz,32,
,Amaro,Centenera,43,Chilena
,Gabriel,González,30,Uruguaya
,Matias,Riglos,34,Uruguaya
,Pablo,Nicastro,40,Chilena
,Ernesto,García,54,Uruguaya
,Felipe,Casullo,55,Chilena
,Gabriel,Soto,31,Otra
,Juan,Gutierrez,51,Otra
Lic.,Emilio,García,24,Uruguaya
,Fidel,Nicastro,59,Chilena
,Bruno,Pérez,41,Argentina
,Tomas,Rojas,54,
,David,Orondo,40,Chilena
,Andrés,Martínez,18,Chilena
,Santiago,Antonello,25,Chilena
,Jorge,Sacado,53,Argentina
,Esteban,Soto,26,Chilena
,Esteban,Montoya,50,Brasileña
Ing.,Victor,García,64,Otra
Lic.,Alonso,Gutierrez,21,Brasileña
,Gustavo,Mendoza,41,Otra
,Carlos,González,64,Uruguaya
,Fidel,Gómez,28,
,Gabriel,Rojas,49,Brasileña
,Jose,Alzate,64,Uruguaya
,Lucas,Licastro,32,Uruguaya
,Abel,Sepúlveda,39,Argentina
,Bastian,Lupo,38,Brasileña
,Carlos,Rojas,50,Argentina
,Federico,Aguirre,26,Chilena
,Javier,Orondo,60,Argentina
,Juan,Alsina,49,Argentina
,Juan,Matas,42,Uruguaya
Lic.,Maximiliano,Centenera,52,Otra
,Carlos,Rodríguez,51,Brasileña
,Diego,Sánchez,32,Uruguaya
,Matias,Fanon,51,Otra
,Juan,Martín,37,Argentina
,Julio,Pérez,27,Chilena
,Diego,Sanchez,19,Uruguaya
,Matias,Silva,27,
Ing.,Fernando,García,47,Brasileña
,Tomas,Nicastro,40,Brasileña
,Alexis,Matas,58,Uruguaya
,Alexis,Londoño,36,Uruguaya
Lic.,Julian,Sánchez,43,Brasileña
,Thomas,Sánchez,52,Otra
,Franco,Nicastro,48,Chilena
,Joaquin,Martínez,41,Argentina
,Jose,Montoya,55,Brasileña
,Angel,Flores,50,Otra
,Andrés,Montoya,32,Uruguaya
Ing.,Rodrigo,Martínez,65,Brasileña
,Vicente,Contreras,36,Otra
,Carlos,Cardona,64,Otra
Lic.,Sebastian,Pérez,24,Argentina
,Bastian,Sanchez,20,Argentina
,Matias,Gutierrez,22,Chilena
Lic.,Luciano,Mactas,19,Brasileña
,Abel,Gómez,22,Brasileña
,Cristobal,Flores,41,Brasileña
,Andrés,Matas,22,Chilena
,Francisco,Rojas,57,Uruguaya
,Rodolfo,Rodríguez,47,Chilena
Lic.,Angel,Castro,40,Uruguaya
,Mateo,González,50,Brasileña
,Ignacio,Silva,48,Argentina
,Vicente,Muñoz,29,Uruguaya
,Luis,Fertuchelli,32,Brasileña
,Matias,Riglos,65,Argentina
,Luis,Sánchez,40,Uruguaya
,Diego,Sánchez,31,Chilena
,Diego,López,49,Uruguaya
,Luis,Sánchez,52,Chilena
Dr.,Abel,Sánchez,18,Chilena
Ing.,Sebastian,Silva,57,Uruguaya
,Rodolfo,Sanchez,42,Chilena
,Felipe,López,62,Argentina
,Santiago,García,19,Chilena
,Jonás,Rodríguez,50,Otra
,Mateo,Amenabar,19,Argentina
Ing.,Bastian,Silva,31,Uruguaya
Lic.,Mateo,Fabricci,48,Brasileña
,Renato,Ramirez,26,Argentina
,Leandro,Muñoz,62,Uruguaya
,Carlos,Sepúlveda,65,Otra
,Carlos,López,38,Argentina
,Julian,González,29,Uruguaya
,Rodrigo,Martín,50,Chilena
,Luis,Fernández,42,Chilena
,Rodolfo,Sánchez,24,Uruguaya
,Alexander,Orondo,61,Uruguaya
,Martín,Orondo,21,Argentina
,Ignacio,López,65,Chilena
,Emilio,Marchet,49,Otra
Prof.,Luciano,García,62,Chilena
,Maximo,Perez,50,Brasileña
,Carlos,Soto,60,
,Nicolas,Gómez,32,Argentina
,Carlos,Viey,39,Chilena
Dr.,Alexander,Silva,44,Brasileña
,Damian,Nicastro,34,Argentina
,Diego,Castro,38,Brasileña
,Jonás,García,48,Argentina
,Sebastian,Nicastro,46,Brasileña
,Nicolas,Riglos,29,Argentina
,Victor,Orondo,24,Argentina
,Thomas,Castro,64,
,Maximo,Pérez,56,Argentina
,Javier,Matas,49,Chilena
,Vicente,Perez,30,Brasileña
,Maximo,Rivadavia,57,Otra
,Jose,Centenera,60,Brasileña
,Diego,Pérez,48,
,Andrés,Lupo,48,Otra
,Jorge,Fernández,53,Uruguaya
,Fernando,Perez,30,Chilena
,Juan,Sepúlveda,31,Chilena
,Matias,Rodríguez,39,Argentina
,Julian,Muñoz,60,Chilena
,Luciano,Mendoza,30,Otra
Dr.,Julio,Sanchez,46,Chilena
Ing.,Martín,Perez,44,Uruguaya
,Victor,Pérez,40,
,Damian,Fabricci,55,
,Pablo,González,25,Brasileña
Lic.,Francisco,García,45,Otra
,Sebastian,Pérez,42,Brasileña
,Luciano,Alsina,63,
,Julián,Gonzalez,28,
,Ignacio,Gómez,37,Uruguaya
,Eric,Sanchez,21,Brasileña
,Diego,Aguirre,35,Otra
,Rodrigo,Sacado,32,Chilena
,Tomas,Gómez,53,
Lic.,Juan,Rojas,18,Brasileña
,Maximiliano,Antonello,56,Uruguaya
,Matias,Aristizabal,64,Uruguaya
,Ignacio,Perez,52,Uruguaya
,Alexis,Sánchez,46,Uruguaya
,Carlos,Guevara,34,Argentina
,Fernando,González,39,Argentina
,Juan,González,28,Uruguaya
,Amaro,Perez,30,
,Pablo,Sánchez,54,Argentina
Prof.,Federico,Mango,42,Argentina
Dr.,Gaspar,Licastro,23,Argentina
,Néstor,Ramirez,37,
,Tomas,Martín,20,Uruguaya
Lic.,Nicolas,Sepúlveda,59,Argentina
,Fernando,Martínez,34,Uruguaya
,Gustavo,Gómez,50,Chilena
,Martin,Rodríguez,25,Argentina
,Agustin,Sánchez,26,
,Bastian,González,55,Chilena
,Maximo,Sánchez,54,Brasileña
,Juan,Antonello,42,Brasileña
,Felipe,López,47,Chilena
,Sebastian,Marchet,33,Brasileña
,Carlos,González,41,Chilena
Ing.,Nicolas,Montoya,55,Uruguaya
,Eric,Gómez,42,
,Rodrigo,Guevara,52,Argentina
,Franco,Aguirre,29,Argentina
,Fidel,Fabricci,45,Otra
,Gaspar,Montoya,37,
